#,"./SRR14530610_trimmed.bam","./SRR14530611_trimmed.bam","./SRR14530612_trimmed.bam","./SRR14530613_trimmed.bam","./SRR14530614_trimmed.bam","./SRR14530615_trimmed.bam","./SRR14530616_trimmed.bam","./SRR14530617_trimmed.bam"
Geneid,./SRR14530610_trimmed.bam,./SRR14530611_trimmed.bam,./SRR14530612_trimmed.bam,./SRR14530613_trimmed.bam,./SRR14530614_trimmed.bam,./SRR14530615_trimmed.bam,./SRR14530616_trimmed.bam,./SRR14530617_trimmed.bam
ENSG00000162415,45,75,21,39,65,0,53,13
ENSG00000162600,52,512,194,27,107,72,23,62
ENSG00000116704,88,172,188,103,166,159,42,101
ENSG00000227644,0,0,0,0,0,0,0,0
ENSG00000157193,93,100,119,97,181,11,106,79
ENSG00000116205,125,242,292,178,271,0,92,128
ENSG00000198841,2,0,26,50,19,0,10,17
ENSG00000116212,14,1,37,0,16,0,18,19
ENSG00000234204,6,0,0,0,4,0,5,0
ENSG00000233099,0,100,1,0,5,0,8,0
ENSG00000233994,10,0,18,6,4,0,23,13
ENSG00000237180,0,0,0,1,0,0,0,0
ENSG00000213561,0,0,0,0,0,0,2,0
ENSG00000234496,0,3,0,0,0,0,0,0
ENSG00000233973,2,0,1,13,6,0,6,0
ENSG00000237552,2,0,0,0,5,0,2,0
ENSG00000132854,16,0,3,42,10,0,30,8
ENSG00000227556,0,0,0,0,0,0,0,0
ENSG00000162616,23,1,111,33,99,150,29,58
ENSG00000271355,0,0,0,1,0,0,1,0
ENSG00000162607,92,0,303,43,146,85,46,108
ENSG00000233602,7,0,7,0,17,0,1,0
ENSG00000233271,0,0,0,0,0,0,0,0
ENSG00000285954,9,0,3,0,1,0,0,0
ENSG00000233333,0,0,0,0,0,0,0,0
ENSG00000154027,30,0,78,20,120,0,47,56
ENSG00000234108,5,0,6,17,2,0,12,1
ENSG00000232676,9,0,0,21,3,0,2,0
ENSG00000225167,0,0,0,0,0,0,0,0
ENSG00000132122,17,0,67,0,25,0,9,15
ENSG00000213579,3,0,1,0,11,0,0,0
ENSG00000137960,1,0,1,0,2,0,6,0
ENSG00000237852,1,0,0,0,5,0,0,0
ENSG00000116745,2,0,2,56,7,0,3,2
ENSG00000132855,4,0,0,0,2,0,1,0
ENSG00000285407,3,0,0,23,0,0,3,0
ENSG00000272506,2,0,20,0,6,79,0,1
ENSG00000172380,5,0,0,35,0,0,7,3
ENSG00000286429,0,0,0,0,2,0,0,1
ENSG00000272855,1,0,0,0,4,0,0,0
ENSG00000270549,0,0,0,13,0,1,2,0
ENSG00000237163,0,0,3,0,0,0,0,0
ENSG00000229636,5,0,4,8,6,0,5,1
ENSG00000116675,15,0,3,218,12,830,34,18
ENSG00000162433,11,132,9,43,10,0,11,3
ENSG00000213625,58,3,283,67,157,1383,45,98
ENSG00000227207,0,0,0,0,0,0,0,0
ENSG00000227016,1,0,0,0,0,0,0,0
ENSG00000233664,0,0,0,0,0,0,0,0
ENSG00000237928,13,0,3,63,12,0,48,4
ENSG00000158966,35,0,12,129,35,0,42,21
ENSG00000213703,1,0,0,0,1,0,0,0
ENSG00000203965,8,0,22,17,10,0,6,10
ENSG00000223479,1,0,0,0,0,0,2,0
ENSG00000233674,0,0,0,0,2,0,0,0
ENSG00000153898,19,0,12,16,68,0,19,22
ENSG00000233290,16,0,2,5,9,0,8,1
ENSG00000117069,20,0,3,29,1,0,26,2
ENSG00000286918,1,0,14,0,9,0,6,5
ENSG00000228734,1,0,0,0,0,0,2,1
ENSG00000125703,18,0,71,20,14,54,4,27
ENSG00000285041,9,0,0,8,9,0,13,1
ENSG00000185839,12,326,48,39,18,0,20,18
ENSG00000285808,5,0,0,19,2,0,8,0
ENSG00000275678,6,0,2,17,0,0,2,0
ENSG00000229440,0,0,0,0,0,0,0,3
ENSG00000234144,0,0,0,0,0,0,0,0
ENSG00000226891,18,0,66,20,41,0,24,19
ENSG00000213540,1,0,0,46,0,0,4,0
ENSG00000277670,0,0,0,0,0,0,0,1
ENSG00000227466,3,0,1,0,4,0,0,0
ENSG00000154007,2,0,0,0,0,0,2,0
ENSG00000225242,0,0,0,0,0,0,2,0
ENSG00000230498,13,0,4,4,10,0,15,3
ENSG00000229554,0,0,0,0,0,0,0,0
ENSG00000285782,5,0,0,0,8,0,5,0
ENSG00000162618,15,1,1,0,4,0,17,1
ENSG00000224493,3,0,0,32,2,0,0,0
ENSG00000131233,0,0,0,0,0,0,0,0
ENSG00000272371,5,0,3,0,0,0,0,2
ENSG00000287647,3,0,3,0,12,0,5,1
ENSG00000229225,0,0,0,0,0,0,0,0
ENSG00000230863,0,0,0,17,0,0,1,0
ENSG00000271576,0,0,5,0,1,0,3,0
ENSG00000213560,5,0,0,4,5,0,0,0
ENSG00000287224,6,0,1,0,3,0,2,0
ENSG00000225598,0,0,0,0,0,0,0,0
ENSG00000227883,0,0,0,0,0,0,0,0
ENSG00000286455,4,0,0,0,1,0,6,0
ENSG00000225087,1,0,0,3,6,0,3,0
ENSG00000224986,3,0,2,0,5,0,14,1
ENSG00000280378,7,0,0,1,7,0,11,2
ENSG00000188786,319,93,900,311,374,0,177,552
ENSG00000162434,2567,891,7828,837,4488,5338,1122,3035
ENSG00000230053,0,0,0,0,0,0,1,0
ENSG00000137941,21,0,28,155,22,561,27,4
ENSG00000273338,18,0,272,0,49,0,17,25
ENSG00000116717,16,126,86,125,25,219,29,86
ENSG00000223720,5,0,3,0,0,0,1,0
ENSG00000224326,0,0,0,0,1,0,0,0
ENSG00000286548,18,0,19,3,35,0,31,36
ENSG00000066135,89,2,250,8,206,0,44,124
ENSG00000230027,1,69,0,0,0,0,2,0
ENSG00000233061,0,0,0,0,1,0,3,0
ENSG00000272094,0,0,0,5,0,0,3,1
ENSG00000228853,2,0,1,0,1,0,1,0
ENSG00000215874,2,0,0,1,0,0,3,0
ENSG00000232453,18,0,9,15,12,0,4,2
ENSG00000260386,11,0,35,25,8,0,18,2
ENSG00000284895,0,0,0,0,0,0,0,0
ENSG00000117174,72,0,214,112,127,7,53,84
ENSG00000237413,8,0,1,23,1,0,9,0
ENSG00000184313,18,0,2,66,12,0,12,3
ENSG00000284645,3,0,1,2,4,0,2,2
ENSG00000225605,8,0,1,0,6,0,6,2
ENSG00000225446,8,0,0,0,1,0,7,0
ENSG00000288543,3,0,1,0,1,0,0,0
ENSG00000122420,9,0,6,23,13,0,15,1
ENSG00000284240,20,0,3,5,5,0,13,0
ENSG00000236290,3,0,1,0,2,0,2,0
ENSG00000143013,41,0,104,25,55,67,30,40
ENSG00000226084,19,24,109,6,32,0,37,44
ENSG00000134748,218,29,654,264,478,20,98,286
ENSG00000142892,59,0,182,14,108,290,37,46
ENSG00000219102,0,0,4,0,6,0,0,1
ENSG00000184005,21,106,59,6,13,0,11,8
ENSG00000230953,0,0,4,1,5,0,1,1
ENSG00000287743,1,0,0,0,2,0,3,1
ENSG00000229332,2,0,0,0,0,0,4,0
ENSG00000227937,0,0,0,0,0,0,1,0
ENSG00000229752,0,0,1,0,0,0,1,0
ENSG00000237505,31,1,9,60,18,0,40,10
ENSG00000285462,1,0,0,0,0,0,0,1
ENSG00000233216,16,0,0,0,5,0,11,0
ENSG00000197273,3,0,0,0,11,0,11,3
ENSG00000226804,0,0,0,33,0,0,0,1
ENSG00000285325,1,0,1,58,11,0,4,0
ENSG00000230728,3,0,0,0,0,0,3,3
ENSG00000162402,691,465,1542,202,1459,147,321,754
ENSG00000232846,7,0,6,0,18,0,24,21
ENSG00000219201,10,0,63,4,29,134,13,26
ENSG00000230787,1,0,1,0,1,0,1,0
ENSG00000116641,35,0,68,59,71,0,35,31
ENSG00000235927,4,0,2,8,2,0,7,0
ENSG00000223920,0,0,0,0,0,0,0,0
ENSG00000237453,6,0,4,0,0,0,0,0
ENSG00000172260,28,0,15,22,11,0,30,5
ENSG00000285473,0,0,0,0,0,0,0,0
ENSG00000237959,10,0,0,54,7,0,6,0
ENSG00000231364,7,0,4,0,0,0,15,1
ENSG00000234578,0,0,0,0,0,0,0,0
ENSG00000117480,49,0,90,29,63,0,44,39
ENSG00000137944,41,0,109,2,89,13,11,40
ENSG00000229505,1,0,3,0,8,0,2,0
ENSG00000228187,4,0,0,0,0,0,0,1
ENSG00000285201,1,0,0,0,0,0,0,0
ENSG00000182183,62,30,128,45,127,27,45,59
ENSG00000236407,0,1,1,0,0,1,0,0
ENSG00000236915,2,0,2,48,10,0,4,0
ENSG00000271949,0,0,0,0,0,0,0,0
ENSG00000227062,1,0,0,0,1,0,2,0
ENSG00000067334,299,3,1060,71,343,109,260,797
ENSG00000235011,0,0,0,0,0,0,0,0
ENSG00000235673,11,0,6,179,17,0,23,3
ENSG00000226938,0,0,0,0,0,0,0,0
ENSG00000213559,2,0,0,0,0,0,0,1
ENSG00000287587,5,0,5,0,2,0,6,0
ENSG00000142949,72,236,6,112,11,1635,83,9
ENSG00000116133,78,12,86,1,71,0,35,19
ENSG00000232882,21,0,10,0,20,0,8,27
ENSG00000171502,17,0,28,84,36,77,32,17
ENSG00000162399,43,0,12,53,29,0,62,6
ENSG00000116157,49,0,58,39,62,0,14,28
ENSG00000143036,14,0,2,37,21,0,22,2
ENSG00000232672,12,0,2,10,2,0,14,0
ENSG00000230817,5,0,0,0,3,0,7,0
ENSG00000235613,10,0,2,7,25,0,7,4
ENSG00000065243,226,141,797,26,483,48,85,594
ENSG00000226759,9,0,2,7,16,0,11,6
ENSG00000226960,0,0,1,0,0,0,0,0
ENSG00000233877,7,0,5,0,13,0,2,20
ENSG00000234080,1,0,0,9,3,0,9,3
ENSG00000237899,3,0,0,0,0,0,4,0
ENSG00000234784,4,0,10,0,13,0,2,20
ENSG00000225492,18,0,37,15,32,0,41,23
ENSG00000223905,7,0,2,0,11,0,21,0
ENSG00000227290,6,0,1,0,2,0,9,2
ENSG00000229486,4,76,0,0,7,0,12,0
ENSG00000223683,0,0,0,0,0,0,0,0
ENSG00000282898,0,0,0,4,0,0,0,0
ENSG00000285409,0,0,0,0,1,0,1,0
ENSG00000231090,0,0,2,0,6,0,9,1
ENSG00000117528,52,41,153,32,86,8,21,29
ENSG00000271723,3,0,0,0,0,0,0,0
ENSG00000172339,19,0,17,4,34,0,24,8
ENSG00000036549,137,137,387,47,426,368,73,131
ENSG00000287724,0,0,3,25,0,0,4,0
ENSG00000058799,62,145,99,0,71,0,25,63
ENSG00000225191,8,0,0,0,4,1,14,1
ENSG00000287870,0,0,0,0,1,0,0,0
ENSG00000235563,4,0,2,0,0,0,8,0
ENSG00000232048,6,0,1,0,1,0,2,0
ENSG00000232857,0,0,0,0,0,0,0,0
ENSG00000273637,0,0,0,0,0,0,0,0
ENSG00000272145,4,0,33,0,34,0,6,7
ENSG00000203985,7,0,1,16,5,0,19,2
ENSG00000228838,1,17,2,0,2,0,0,4
ENSG00000283761,7,0,13,0,16,0,10,20
ENSG00000284716,1,0,0,0,5,0,3,0
ENSG00000189433,6,0,0,17,1,0,0,3
ENSG00000230759,0,0,0,0,2,0,0,0
ENSG00000231866,0,0,0,1,0,0,0,0
ENSG00000179178,11,0,0,0,0,0,7,0
ENSG00000142700,1,0,0,0,0,0,6,2
ENSG00000285525,0,0,0,14,0,0,4,0
ENSG00000236098,0,0,0,0,3,0,0,0
ENSG00000233514,3,0,0,1,0,0,0,3
ENSG00000127124,215,0,455,13,331,0,176,224
ENSG00000266993,8,0,10,17,32,0,3,8
ENSG00000153923,3,0,0,4,1,0,3,0
ENSG00000097033,684,227,1928,397,870,1005,276,893
ENSG00000223675,11,0,1,0,11,0,3,0
ENSG00000182330,5,0,0,4,3,0,1,1
ENSG00000162604,73,0,125,53,116,0,26,82
ENSG00000229316,0,0,0,0,0,0,4,0
ENSG00000116171,66,0,265,189,130,412,34,95
ENSG00000287406,8,0,2,2,8,0,11,1
ENSG00000225767,4,0,2,0,11,0,9,3
ENSG00000234099,0,0,0,0,6,0,4,0
ENSG00000137936,43,2,26,36,26,1,53,14
ENSG00000235308,1,1,4,0,3,0,0,0
ENSG00000232752,1,0,0,21,5,0,0,0
ENSG00000235829,7,0,0,0,3,0,7,0
ENSG00000143032,12,0,1,0,4,1,9,2
ENSG00000228971,20,0,1,10,6,0,11,0
ENSG00000226745,1,0,1,19,2,0,0,0
ENSG00000178028,187,0,447,199,446,0,145,227
ENSG00000280040,0,0,0,0,0,0,0,0
ENSG00000168710,253,285,958,166,344,144,131,243
ENSG00000117519,9,1,15,0,47,0,19,21
ENSG00000270507,0,0,0,0,0,0,0,0
ENSG00000238037,0,0,0,31,0,0,1,0
ENSG00000215869,8,1,0,0,2,0,7,1
ENSG00000134215,261,193,728,84,367,320,102,317
ENSG00000227935,2,0,0,0,5,0,4,0
ENSG00000229887,1,0,0,0,1,0,3,0
ENSG00000228502,19,5,76,8,29,2,31,16
ENSG00000236268,4,1,2,0,21,0,3,3
ENSG00000271277,0,0,0,0,2,0,0,1
ENSG00000236888,3,1,0,0,4,0,3,0
ENSG00000279778,8,0,0,0,12,0,20,2
ENSG00000232015,3,0,0,0,4,0,7,1
ENSG00000230955,0,0,0,0,0,0,0,0
ENSG00000230828,0,0,0,0,0,0,0,0
ENSG00000188641,532,0,1582,153,765,925,120,439
ENSG00000152078,2,2,2,1,0,77,8,5
ENSG00000237279,14,0,1,77,34,0,44,2
ENSG00000233359,1,0,0,0,0,0,0,0
ENSG00000237954,6,0,0,0,6,0,4,0
ENSG00000185668,0,0,1,0,0,0,3,0
ENSG00000171492,99,2,342,142,215,1101,49,116
ENSG00000233129,1,0,0,7,2,0,0,0
ENSG00000170989,518,9,1317,163,1069,0,242,828
ENSG00000258634,31,0,49,51,48,0,30,19
ENSG00000271914,0,0,0,0,0,0,0,0
ENSG00000233557,0,0,3,0,0,0,0,0
ENSG00000237897,3,0,1,0,6,0,0,0
ENSG00000116299,501,3,1437,164,516,0,76,303
ENSG00000137962,19,12,13,1,19,0,20,4
ENSG00000227832,0,0,0,0,0,0,1,0
ENSG00000286692,2,196,0,0,0,0,5,0
ENSG00000236674,4,0,0,0,1,0,8,4
ENSG00000260464,3,0,6,0,7,0,1,1
ENSG00000237435,17,0,0,0,5,0,4,2
ENSG00000231996,1,0,0,0,0,0,0,0
ENSG00000273204,1,0,1,0,0,0,0,1
ENSG00000079739,68,20,215,73,43,343,21,58
ENSG00000117154,15,0,3,0,9,0,8,3
ENSG00000162377,26,0,62,0,40,0,21,23
ENSG00000224613,5,0,4,3,10,0,9,1
ENSG00000116670,86,0,227,63,127,3,87,99
ENSG00000215871,2,0,1,0,1,0,0,1
ENSG00000287372,8,0,0,5,17,0,6,0
ENSG00000232542,0,3,1,0,5,0,0,1
ENSG00000231095,9,0,2,0,12,0,6,0
ENSG00000116774,18,0,13,4,12,0,34,18
ENSG00000287756,1,0,1,7,3,0,6,0
ENSG00000269113,32,0,0,28,15,0,41,1
ENSG00000284652,8,0,4,4,4,0,8,3
ENSG00000023909,25,1,57,20,23,147,10,7
ENSG00000069702,314,0,311,1,275,0,81,125
ENSG00000232185,0,0,1,0,0,0,6,0
ENSG00000230489,4,0,9,16,5,0,7,5
ENSG00000230721,1,0,0,0,0,0,0,0
ENSG00000228399,7,0,2,0,5,0,2,0
ENSG00000236776,2,0,0,0,0,0,0,0
ENSG00000285928,1,0,0,0,2,0,0,0
ENSG00000224685,4,0,0,0,5,0,2,0
ENSG00000287076,13,0,0,18,0,0,5,0
ENSG00000237480,9,0,0,36,26,0,15,0
ENSG00000271252,0,0,0,0,0,0,3,0
ENSG00000230427,1,0,0,0,2,0,1,0
ENSG00000235794,0,0,0,0,0,0,0,0
ENSG00000286758,0,0,0,0,1,0,0,0
ENSG00000237337,0,0,0,0,6,0,1,0
ENSG00000233983,1,0,0,0,0,0,0,0
ENSG00000198198,840,525,1390,552,1675,362,445,642
ENSG00000225183,0,0,1,0,1,0,0,0
ENSG00000230402,1,46,0,0,0,0,0,0
ENSG00000116793,180,172,259,143,214,188,100,293
ENSG00000286899,4,0,9,2,30,0,20,25
ENSG00000134201,18,1,5,0,7,0,28,7
ENSG00000238122,0,0,0,0,0,0,1,0
ENSG00000260879,0,0,0,0,0,0,0,0
ENSG00000213366,120,82,58,36,77,0,47,68
ENSG00000230864,3,0,0,0,1,0,3,0
ENSG00000283354,0,0,0,0,0,0,0,0
ENSG00000232918,1,0,0,0,0,0,0,0
ENSG00000236360,0,0,0,0,0,0,0,0
ENSG00000183298,10,0,9,0,5,1,2,6
ENSG00000234332,28,0,18,10,72,0,20,32
ENSG00000117525,8,0,4,22,13,0,13,5
ENSG00000225079,19,0,6,0,1,0,0,7
ENSG00000226483,5,0,0,0,2,0,3,0
ENSG00000224238,12,0,3,8,6,0,3,2
ENSG00000229537,4,0,0,34,0,0,1,0
ENSG00000162699,5,0,0,0,3,0,0,0
ENSG00000268993,0,0,0,0,0,0,0,0
ENSG00000162692,4,0,1,1,5,0,4,9
ENSG00000203914,0,0,1,1,0,0,1,2
ENSG00000227070,5,1,10,0,9,0,3,8
ENSG00000270457,0,0,0,0,2,0,0,2
ENSG00000163349,871,402,2917,943,1738,1615,812,2557
ENSG00000203858,6,0,0,20,2,0,12,0
ENSG00000231987,4,0,0,0,1,0,3,0
ENSG00000228057,6,0,17,23,14,0,7,10
ENSG00000261593,0,0,0,0,0,0,0,0
ENSG00000224445,3,0,0,0,0,0,0,0
ENSG00000229842,2,0,1,0,1,0,0,0
ENSG00000270631,0,0,0,0,0,0,6,0
ENSG00000229201,2,0,1,3,1,0,0,0
ENSG00000181656,8,0,2,39,0,165,3,0
ENSG00000122481,4,0,9,2,29,0,10,18
ENSG00000198162,262,2,870,53,402,210,123,421
ENSG00000238198,4,1,5,0,1,0,13,0
ENSG00000171517,20,20,4,0,14,0,14,7
ENSG00000228852,5,35,1,0,4,0,2,6
ENSG00000203864,0,0,1,6,0,0,0,0
ENSG00000233482,0,0,1,0,0,0,0,0
ENSG00000230250,0,0,0,4,2,0,3,0
ENSG00000287374,0,0,0,0,0,0,8,0
ENSG00000232878,7,0,11,0,16,0,4,7
ENSG00000143079,33,44,83,35,53,85,34,8
ENSG00000275064,15,0,1,0,16,0,14,2
ENSG00000232450,20,0,16,0,14,0,18,5
ENSG00000223575,3,0,0,57,5,0,15,3
ENSG00000230768,2,0,0,0,1,0,5,1
ENSG00000235527,16,0,27,31,31,0,33,61
ENSG00000235202,1,0,1,0,1,0,1,0
ENSG00000272715,1,0,0,0,0,0,1,0
ENSG00000235038,0,0,0,0,0,0,5,0
ENSG00000143093,210,0,537,178,562,0,167,413
ENSG00000188761,29,148,14,83,35,0,25,8
ENSG00000226415,40,0,265,71,76,88,47,125
ENSG00000085491,78,1,232,61,105,0,29,41
ENSG00000173947,10,0,2,1,8,0,14,8
ENSG00000241361,0,0,0,0,0,0,0,1
ENSG00000230434,4,0,0,0,2,0,0,1
ENSG00000230718,6,0,10,30,27,0,4,6
ENSG00000134198,59,1,326,265,52,1,27,86
ENSG00000235595,1,0,0,0,2,0,9,0
ENSG00000226053,0,0,2,0,0,0,2,0
ENSG00000226128,0,0,1,0,1,0,3,0
ENSG00000198799,83,0,170,93,221,3,78,67
ENSG00000279513,2,0,0,32,4,0,7,1
ENSG00000117620,44,167,97,13,103,0,29,61
ENSG00000280186,0,0,0,0,1,0,1,0
ENSG00000223906,0,0,0,0,1,0,0,0
ENSG00000162688,116,21,267,131,219,0,75,72
ENSG00000197106,24,0,3,26,5,0,32,4
ENSG00000259946,0,0,0,0,1,0,2,0
ENSG00000236137,9,0,3,6,14,0,15,1
ENSG00000203859,6,0,1,52,2,0,18,3
ENSG00000228086,7,0,3,20,1,0,0,7
ENSG00000213421,4,0,0,0,3,0,3,1
ENSG00000134242,132,2,424,169,215,0,31,160
ENSG00000234020,5,0,2,0,0,0,8,0
ENSG00000060718,15,11,3,40,20,0,13,0
ENSG00000236804,0,0,2,0,11,0,2,1
ENSG00000231072,6,0,0,82,11,0,7,2
ENSG00000273406,0,0,0,0,0,0,0,0
ENSG00000185946,106,0,193,1,232,66,84,177
ENSG00000162627,2,0,6,0,1,0,9,1
ENSG00000134262,61,1,172,1,164,142,60,87
ENSG00000226715,2,14,0,0,4,0,6,0
ENSG00000162695,114,1,359,10,218,0,89,156
ENSG00000226419,29,0,32,18,71,0,31,12
ENSG00000134184,35,0,0,0,0,1,0,31
ENSG00000286620,4,0,0,0,14,0,0,0
ENSG00000265808,195,15,932,128,301,76,139,285
ENSG00000162601,273,26,685,46,546,221,163,367
ENSG00000261290,0,0,0,0,0,0,0,0
ENSG00000275129,0,0,0,0,0,0,0,0
ENSG00000225923,0,0,0,0,0,0,1,0
ENSG00000134247,47,0,19,0,18,0,30,16
ENSG00000187481,4,0,1,0,4,0,5,0
ENSG00000116752,43,0,163,4,96,0,58,144
ENSG00000162664,64,13,264,82,151,121,102,277
ENSG00000236866,6,0,2,0,0,0,6,1
ENSG00000134253,17,1,8,33,27,0,18,11
ENSG00000277655,4,0,0,0,0,0,1,0
ENSG00000223416,4,0,1,0,1,0,4,1
ENSG00000213226,2,0,1,0,6,0,8,0
ENSG00000179571,14,0,0,0,1,0,3,0
ENSG00000227850,0,0,3,0,2,0,0,0
ENSG00000243967,0,0,0,0,0,0,2,0
ENSG00000235777,4,157,2,0,6,0,0,2
ENSG00000260246,0,0,0,0,0,0,0,0
ENSG00000173218,39,1,60,135,37,192,33,10
ENSG00000285532,1,0,1,2,0,0,5,0
ENSG00000278182,3,0,0,0,0,0,0,0
ENSG00000226755,4,0,3,0,3,0,7,0
ENSG00000232650,3,0,0,0,2,0,8,1
ENSG00000183508,154,626,448,436,246,2690,273,908
ENSG00000227712,11,0,2,1,2,0,23,0
ENSG00000174827,3,0,2,44,6,0,3,3
ENSG00000277095,3,0,0,0,1,0,0,0
ENSG00000236806,0,0,1,0,0,0,0,0
ENSG00000272150,70,10,587,21,243,10,25,77
ENSG00000234283,0,0,0,10,0,0,0,0
ENSG00000237188,0,0,0,10,0,0,1,1
ENSG00000270231,280,14,871,95,443,21,120,343
ENSG00000232780,6,0,1,30,5,0,4,0
ENSG00000136631,33,24,130,64,63,0,40,34
ENSG00000274927,3,0,0,0,0,2,0,0
ENSG00000261737,1,0,18,2,8,0,0,4
ENSG00000264145,0,0,0,0,0,0,0,0
ENSG00000258673,8,0,0,0,8,0,4,2
ENSG00000238256,0,0,0,0,0,0,0,0
ENSG00000265491,135,201,215,108,202,209,89,136
ENSG00000198765,14,0,4,1,5,0,6,0
ENSG00000224335,0,0,0,0,0,0,0,0
ENSG00000277702,1,0,1,0,0,0,0,0
ENSG00000143398,182,130,511,70,358,71,109,213
ENSG00000196505,112,0,422,86,219,0,35,154
ENSG00000117360,273,8,563,169,518,89,193,510
ENSG00000225871,4,0,5,0,20,0,1,8
ENSG00000223489,2,0,0,0,1,0,4,1
ENSG00000118655,39,0,202,70,107,496,59,55
ENSG00000230546,0,0,0,0,0,0,0,0
ENSG00000213262,3,0,0,0,8,0,5,0
ENSG00000285554,23,1,40,0,24,0,20,21
ENSG00000232536,8,0,1,0,7,0,8,3
ENSG00000287015,0,0,0,0,1,0,1,0
ENSG00000241720,5,0,1,7,0,0,3,0
ENSG00000235526,1,0,1,0,0,0,1,0
ENSG00000228347,0,0,0,0,0,0,0,1
ENSG00000276975,64,0,19,41,87,0,84,5
ENSG00000236012,6,0,0,0,0,0,0,0
ENSG00000270911,12,0,0,0,9,0,7,1
ENSG00000272824,0,0,1,0,0,0,0,2
ENSG00000134200,1,0,3,0,0,0,0,0
ENSG00000143442,508,368,1045,279,882,150,291,723
ENSG00000234257,0,0,0,0,4,0,1,0
ENSG00000118292,2,0,15,4,16,0,11,10
ENSG00000231128,13,0,9,9,9,0,2,8
ENSG00000065183,122,17,294,0,221,8,56,73
ENSG00000023902,330,306,1071,292,569,4428,203,523
ENSG00000227082,1,0,0,0,4,0,1,0
ENSG00000228626,2,0,1,24,1,0,3,0
ENSG00000226126,2,0,3,0,15,0,5,0
ENSG00000163393,114,0,184,75,134,97,20,73
ENSG00000163156,216,2,700,193,257,51,148,331
ENSG00000143631,52,0,9,109,59,0,67,4
ENSG00000156150,0,0,0,0,0,0,5,1
ENSG00000228453,3,0,0,0,0,0,0,0
ENSG00000274642,2,0,0,19,0,0,1,0
ENSG00000177551,5,0,0,1,3,0,13,0
ENSG00000197323,548,99,1780,360,1166,10,234,733
ENSG00000213244,2,0,1,0,0,0,1,0
ENSG00000233029,5,0,12,0,21,0,0,1
ENSG00000237975,31,0,4,19,6,0,16,1
ENSG00000261168,3,0,0,0,0,0,6,0
ENSG00000287980,3,0,2,0,0,0,2,0
ENSG00000229283,0,0,0,0,0,0,0,0
ENSG00000271419,4,0,0,5,1,0,1,1
ENSG00000226172,0,0,0,0,0,0,0,0
ENSG00000079335,109,123,371,41,385,0,89,261
ENSG00000143119,1759,199,4735,252,2723,137,807,2602
ENSG00000237278,0,0,0,0,0,0,0,0
ENSG00000226167,2,0,8,2,6,0,3,3
ENSG00000285062,0,0,0,0,0,0,0,0
ENSG00000117362,185,4,777,82,312,19,109,331
ENSG00000233432,2,0,2,0,0,0,3,0
ENSG00000227700,0,0,0,0,0,0,0,0
ENSG00000229911,4,0,0,0,3,0,6,0
ENSG00000143520,61,0,8,21,35,0,73,7
ENSG00000171943,52,0,133,52,231,133,35,124
ENSG00000270719,0,0,0,0,4,0,1,0
ENSG00000155761,28,0,3,99,43,0,46,4
ENSG00000159208,6,0,2,9,0,0,8,1
ENSG00000230806,3,0,0,0,5,0,1,1
ENSG00000116830,91,53,213,77,175,1,72,107
ENSG00000143556,1,0,3,16,0,0,3,0
ENSG00000234422,2,0,0,0,0,0,0,0
ENSG00000163218,1,2,1,38,2,0,16,1
ENSG00000227056,3,0,0,0,2,0,0,0
ENSG00000143614,539,115,1384,171,1116,191,205,624
ENSG00000227091,10,0,2,0,0,0,4,0
ENSG00000169418,26,0,4,2,13,0,48,0
ENSG00000214204,1,0,1,0,0,0,6,1
ENSG00000081026,29,139,34,3,41,0,23,19
ENSG00000225650,7,0,0,0,8,0,3,6
ENSG00000227179,4,0,1,0,7,0,10,0
ENSG00000224965,2,0,1,0,0,0,0,1
ENSG00000228127,4,0,0,18,3,0,8,0
ENSG00000226984,4,2,3,0,9,0,2,7
ENSG00000197364,2,0,0,0,0,0,3,0
ENSG00000273481,0,0,0,0,1,0,1,1
ENSG00000186150,12,0,1,0,0,0,5,0
ENSG00000143554,191,47,368,111,343,0,87,125
ENSG00000143458,145,118,375,96,316,0,101,154
ENSG00000230932,0,0,0,0,0,0,3,0
ENSG00000223861,0,0,0,0,0,0,8,1
ENSG00000118298,35,1,32,22,92,0,31,101
ENSG00000073754,14,7,4,6,19,0,27,0
ENSG00000143546,9392,3402,52213,22420,7019,443,3680,11393
ENSG00000228826,1,0,1,0,1,0,1,0
ENSG00000233907,1,0,2,0,9,1,9,0
ENSG00000225036,2,0,1,10,2,0,11,1
ENSG00000228420,1,0,1,0,0,0,1,2
ENSG00000233839,1,0,1,0,0,0,3,0
ENSG00000250890,0,0,0,0,0,0,0,0
ENSG00000232240,0,0,0,0,0,0,0,0
ENSG00000143416,11,0,7,40,7,2,24,9
ENSG00000272583,0,0,0,0,7,0,2,0
ENSG00000280649,3,0,17,1,5,0,13,30
ENSG00000131781,41,0,98,11,61,1,15,32
ENSG00000223599,53,18,24,17,68,0,9,68
ENSG00000224645,0,0,0,0,0,0,0,0
ENSG00000230921,0,0,0,0,0,0,0,0
ENSG00000286151,20,0,3,34,22,0,9,4
ENSG00000234388,0,0,0,0,0,0,0,0
ENSG00000235015,3,0,1,0,7,0,1,0
ENSG00000271736,1,0,0,34,7,0,8,1
ENSG00000235988,1,0,1,0,0,0,0,0
ENSG00000233717,9,0,0,0,4,0,1,0
